canonical_id,openalex_id,doi,title,year,publication_date,venue,work_type,cited_by,category,class_score,margin,seed_sim,rank_score,needs_review,review_reason,source,matched_query,llm_relevant,llm_class,llm_subtopic,llm_confidence,llm_reason,llm_decision,llm_model,llm_prompt_version,llm_reviewed_at
title:testingandverificationofconnectedandautonomousvehiclesareview,W4407098284,10.3390/electronics14030600,Testing and Verification of Connected and Autonomous Vehicles: A Review,2025,2025-02-03,Electronics,article,19,Trajectory-related,0.5976,0.3009,0.6589,0.6789,True,near seed-sim floor,auto-discovered,"""scenario generation"" ""automated driving""",,,,,,,,,
title:asemiautomatedcornercasedetectionandevaluationpipeline,W4378711581,10.48550/arxiv.2305.16369,A Semi-Automated Corner Case Detection and Evaluation Pipeline,2023,2023-05-25,arXiv (Cornell University),preprint,0,Knowledge-driven,0.6834,0.3491,0.6788,0.6788,False,,auto-discovered,"""corner case"" ""automated driving""",,,,,,,,,
title:acooperativelanechangebehaviourevaluationforconnectedandautonomousvehiclesinroadworkzonesenvironments,W4400188197,10.1109/tiv.2024.3419916,A Cooperative Lane-Change Behaviour Evaluation for Connected and Autonomous Vehicles in Road Work Zones Environments,2024,2024-01-01,IEEE Transactions on Intelligent Vehicles,article,4,Trajectory-related,0.6843,0.2887,0.6688,0.6788,True,near seed-sim floor,auto-discovered,"""near-miss"" ""automated driving""",,,,,,,,,
title:surrogatesafetymeasuresreviewandassessmentinrealworldmixedtraditionalandautonomousvehicleplatoons,W4321780045,10.1109/access.2023.3248628,Surrogate Safety Measures: Review and Assessment in Real-World Mixed Traditional and Autonomous Vehicle Platoons,2023,2023-01-01,IEEE Access,article,24,Trajectory-related,0.7092,0.3633,0.6787,0.6787,False,,auto-discovered,"""rare event"" ""automated driving""",,,,,,,,,
title:adiversityanalysisofsafetymetricscomparingvehicleperformanceintheleadvehicleinteractionregime,W4383751099,10.1109/tits.2023.3290261,A Diversity Analysis of Safety Metrics Comparing Vehicle Performance in the Lead-Vehicle Interaction Regime,2023,2023-07-10,IEEE Transactions on Intelligent Transportation Systems,article,11,Trajectory-related,0.69,0.2883,0.6787,0.6787,False,,auto-discovered,"""near-miss"" ""autonomous driving""",,,,,,,,,
title:validationofscenariobasedvirtualsafetytestingusinglowcostsensorbasedinstrumentedvehicle,W4382792850,10.15282/jmes.17.2.2023.10.0754,Validation of scenario-based virtual safety testing using low-cost sensor-based instrumented vehicle,2023,2023-06-28,JOURNAL OF MECHANICAL ENGINEERING AND SCIENCES,article,6,Knowledge-driven,0.6561,0.3652,0.6786,0.6786,False,,auto-discovered,"""critical scenario"" ""autonomous vehicle""",,,,,,,,,
title:generationofhighcoveragetrafficscenariosforefficientsimulationtestingofautomateddrivingsystems,W7130698451,10.1109/tits.2025.3641393,Generation of High-Coverage Traffic Scenarios for Efficient Simulation Testing of Automated Driving Systems,2026,2026-02-20,IEEE Transactions on Intelligent Transportation Systems,article,2,Trajectory-related,0.6585,0.3018,0.6486,0.6786,True,near seed-sim floor,auto-discovered,"""scenario generation"" ""automated driving""",,,,,,,,,
title:quadquerybasedinterpretableneuralmotionplanningforautonomousdriving,W4393924742,10.48550/arxiv.2404.01486,QuAD: Query-based Interpretable Neural Motion Planning for Autonomous Driving,2024,2024-04-01,arXiv (Cornell University),preprint,0,Trajectory-related,0.6191,0.2276,0.6686,0.6786,True,near seed-sim floor,auto-discovered,"""safety-critical scenario"" ""self-driving""",,,,,,,,,
title:towardsanllmdrivensimulationpipelineforsafetycriticalscenarioevaluationinautonomousvehicles,W7116748441,10.1016/j.ifacol.2025.12.334,Towards an LLM-Driven Simulation Pipeline for Safety-Critical Scenario Evaluation in Autonomous Vehicles,2025,2025-01-01,IFAC-PapersOnLine,article,0,Trajectory-related,0.5891,0.2863,0.6582,0.6782,True,near seed-sim floor,auto-discovered,"""safety-critical scenario"" ""autonomous vehicle""",,,,,,,,,
title:crashbasedsafetytestingofautonomousvehiclesinsightsfromgeneratingsafetycriticalscenariosbasedonindepthcrashdata,W4412795705,10.1109/tits.2025.3591012,Crash-Based Safety Testing of Autonomous Vehicles: Insights From Generating Safety-Critical Scenarios Based on In-Depth Crash Data,2025,2025-07-31,IEEE Transactions on Intelligent Transportation Systems,article,10,Trajectory-related,0.7192,0.3851,0.6581,0.6781,True,near seed-sim floor,auto-discovered,"""safety-critical scenario"" ""autonomous driving""",,,,,,,,,
title:innovativeapproachestotrafficanomalydetectionandclassificationusingai,W4410411998,10.3390/app15105520,Innovative Approaches to Traffic Anomaly Detection and Classification Using AI,2025,2025-05-15,Applied Sciences,article,8,Perception-related,0.7138,0.3747,0.6581,0.6781,True,near seed-sim floor,auto-discovered,"""anomaly detection"" ""autonomous driving""",,,,,,,,,
title:adaptivetestingenvironmentgenerationforconnectedandautomatedvehicleswithdensereinforcementlearning,W4407360643,10.1109/tits.2025.3535866,Adaptive Testing Environment Generation for Connected and Automated Vehicles With Dense Reinforcement Learning,2025,2025-02-11,IEEE Transactions on Intelligent Transportation Systems,article,2,Trajectory-related,0.6363,0.3287,0.6581,0.6781,True,near seed-sim floor,auto-discovered,"""corner case"" ""automated vehicle""",,,,,,,,,
title:mastersthesisoutofdistributiondetectionwithenergybasedmodels,W4321854593,10.48550/arxiv.2302.12002,Master's Thesis: Out-of-distribution Detection with Energy-based Models,2023,2023-01-28,arXiv (Cornell University),preprint,1,Perception-related,0.7024,0.3566,0.678,0.678,False,,auto-discovered,"""out-of-distribution"" ""autonomous driving""",,,,,,,,,
title:assessmentschemeforscenarioallocationinautomateddrivingbasedonahybridgeneticfuzzyframework,W7119465741,10.3390/app16020659,Assessment Scheme for Scenario Allocation in Automated Driving Based on a Hybrid Genetic–Fuzzy Framework,2026,2026-01-08,Applied Sciences,article,0,Trajectory-related,0.6455,0.2633,0.648,0.678,True,near seed-sim floor,auto-discovered,"""edge case"" ""automated driving""",,,,,,,,,
title:ccfmcollisionconstrainedflowmatchingforsafetycriticalscenariogeneration,W7167748502,,CCFM: Collision-Constrained Flow Matching for Safety-Critical Scenario Generation,2026,2026-07-05,arXiv (Cornell University),preprint,0,Trajectory-related,0.6745,0.3487,0.6479,0.6779,True,near seed-sim floor; current-year zero-citation preprint; current-year missing DOI,auto-discovered,"""safety-critical scenario"" ""self-driving""",,,,,,,,,
title:maximumacceptableriskascriterionfordecisionmakinginautonomousvehicletrajectoryplanning,W4385282770,10.1109/ojits.2023.3298973,Maximum Acceptable Risk as Criterion for Decision-Making in Autonomous Vehicle Trajectory Planning,2023,2023-01-01,IEEE Open Journal of Intelligent Transportation Systems,article,26,Trajectory-related,0.7104,0.3038,0.6779,0.6779,False,,auto-discovered,"""critical scenario"" ""autonomous vehicle""",,,,,,,,,
title:eccv2024wcoda1stworkshoponmultimodalperceptionandcomprehensionofcornercasesinautonomousdriving,W4417183184,10.48550/arxiv.2507.01735,ECCV 2024 W-CODA: 1st Workshop on Multimodal Perception and Comprehension of Corner Cases in Autonomous Driving,2025,2025-07-02,arXiv (Cornell University),preprint,0,Trajectory-related,0.5387,0.2018,0.6578,0.6778,True,near seed-sim floor; near relevance floor; short/workshop item,auto-discovered,"""corner case"" ""self-driving""",,,,,,,,,
title:languageenhancedlatentrepresentationsforoutofdistributiondetectioninautonomousdriving,W4396788638,10.48550/arxiv.2405.01691,Language-Enhanced Latent Representations for Out-of-Distribution Detection in Autonomous Driving,2024,2024-05-02,arXiv (Cornell University),preprint,0,Perception-related,0.7173,0.4363,0.6677,0.6777,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""automated driving""",,,,,,,,,
title:systematicevaluationofuncertaintycalibrationinpretrainedobjectdetectors,W4402088177,10.1007/s11263-024-02219-z,Systematic Evaluation of Uncertainty Calibration in Pretrained Object Detectors,2024,2024-08-31,International Journal of Computer Vision,article,5,Perception-related,0.7033,0.4286,0.6677,0.6777,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""automated driving""",,,,,,,,,
title:testingscenariogenerationandselectionforautonomousvehiclesusinganintegratedapproachbasedonrealworldaccidentdata,W4415544060,10.1504/ijrs.2025.149317,Testing scenario generation and selection for autonomous vehicles using an integrated approach based on real-world accident data,2025,2025-01-01,International Journal of Reliability and Safety,article,0,Knowledge-driven,0.7135,0.3567,0.6575,0.6775,True,near seed-sim floor,auto-discovered,"""scenario generation"" ""automated driving""",,,,,,,,,
title:limsimalongterminteractivemultiscenariotrafficsimulator,W4384390120,10.48550/arxiv.2307.06648,LimSim: A Long-term Interactive Multi-scenario Traffic Simulator,2023,2023-07-13,arXiv (Cornell University),preprint,0,Trajectory-related,0.6781,0.3415,0.6775,0.6775,False,,auto-discovered,"""corner case"" ""automated vehicle""",,,,,,,,,
title:theroleofdrivermodelsintestinghighlyautomateddrivingasurvey,W4315699602,10.1515/auto-2022-0097,The role of driver models in testing highly-automated driving: a survey,2023,2023-01-01,at - Automatisierungstechnik,article,0,Trajectory-related,0.6814,0.2602,0.6775,0.6775,False,,auto-discovered,"""scenario generation"" ""automated driving""",,,,,,,,,
title:decomposingtextureandsemanticforoutofdistributiondetection,W4387117114,10.1016/j.eswa.2023.121829,Decomposing texture and semantic for out-of-distribution detection,2023,2023-09-28,Expert Systems with Applications,article,1,Perception-related,0.7868,0.4732,0.6773,0.6773,False,,auto-discovered,"""out-of-distribution"" ""autonomous driving""",,,,,,,,,
title:semiautomaticannotationof3dradarandcameraforsmartinfrastructurebasedperception,W4392405804,10.1109/access.2024.3373310,Semi-Automatic Annotation of 3D Radar and Camera for Smart Infrastructure-Based Perception,2024,2024-01-01,IEEE Access,article,8,Perception-related,0.5652,0.2178,0.667,0.677,True,near seed-sim floor,auto-discovered,"""corner case"" ""automated vehicle""",,,,,,,,,
title:augmentingthesoftmaxwithadditionalconfidencescoresforimprovedselectiveclassificationwithoutofdistributiondata,W4395033690,10.1007/s11263-024-02029-3,Augmenting the Softmax with Additional Confidence Scores for Improved Selective Classification with Out-of-Distribution Data,2024,2024-04-23,International Journal of Computer Vision,article,13,Perception-related,0.6784,0.4078,0.6668,0.6768,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""self-driving""",,,,,,,,,
title:haveweeverencounteredthisbeforeretrievingoutofdistributionroadobstaclesfromdrivingscenes,W4386619254,10.48550/arxiv.2309.04302,Have We Ever Encountered This Before? Retrieving Out-of-Distribution Road Obstacles from Driving Scenes,2023,2023-09-08,arXiv (Cornell University),preprint,0,Trajectory-related,0.6643,0.3686,0.6768,0.6768,False,,auto-discovered,"""out-of-distribution"" ""automated driving""",,,,,,,,,
title:drivelikeahumanrethinkingautonomousdrivingwithlargelanguagemodels,W4384615649,10.48550/arxiv.2307.07162,Drive Like a Human: Rethinking Autonomous Driving with Large Language Models,2023,2023-07-14,arXiv (Cornell University),preprint,12,Trajectory-related,0.6081,0.2055,0.6768,0.6768,True,near relevance floor,auto-discovered,"""corner case"" ""autonomous driving""",,,,,,,,,
title:overcomingthefearofthedarkocclusionawaremodelpredictiveplanningforautomatedvehiclesusingriskfields,W4387158299,10.48550/arxiv.2309.15501,Overcoming the Fear of the Dark: Occlusion-Aware Model-Predictive Planning for Automated Vehicles Using Risk Fields,2023,2023-09-27,arXiv (Cornell University),preprint,0,Trajectory-related,0.6964,0.3563,0.6767,0.6767,False,,auto-discovered,"""safety-critical scenario"" ""automated vehicle""",,,,,,,,,
title:multiscaleforegroundbackgroundconfidenceforoutofdistributionsegmentation,W4405767295,10.48550/arxiv.2412.16990,Multi-Scale Foreground-Background Confidence for Out-of-Distribution Segmentation,2024,2024-12-22,arXiv (Cornell University),preprint,0,Perception-related,0.7002,0.4207,0.6666,0.6766,True,near seed-sim floor,auto-discovered,"""out-of-distribution"" ""automated driving""",,,,,,,,,
title:rethinkingoutofdistributionooddetectionmaskedimagemodelingisallyouneed,W4319453212,10.48550/arxiv.2302.02615,Rethinking Out-of-distribution (OOD) Detection: Masked Image Modeling is All You Need,2023,2023-02-06,arXiv (Cornell University),preprint,4,Perception-related,0.7338,0.4799,0.6765,0.6765,False,,auto-discovered,"""out-of-distribution"" ""autonomous driving""",,,,,,,,,
title:dynamicresidualsafereinforcementlearningformultiagentsafetycriticalscenariosdecisionmaking,W4417245525,10.48550/arxiv.2504.06670,Dynamic Residual Safe Reinforcement Learning for Multi-Agent Safety-Critical Scenarios Decision-Making,2025,2025-04-09,arXiv (Cornell University),preprint,0,Trajectory-related,0.7066,0.3273,0.6565,0.6765,True,near seed-sim floor,auto-discovered,"""safety-critical scenario"" ""automated driving""",,,,,,,,,
title:analysisofdriveraggressionseffectsonsafetyrelatedmicroscopictrafficbehaviorsusingdrivingsimulatorandsurrogatemeasures,W4401330568,10.1016/j.ifacol.2024.07.347,Analysis of Driver Aggression’s Effects on Safety-Related Microscopic Traffic Behaviors Using Driving Simulator and Surrogate Measures,2024,2024-01-01,IFAC-PapersOnLine,article,1,Trajectory-related,0.7043,0.326,0.6664,0.6764,True,near seed-sim floor,auto-discovered,"""surrogate safety"" ""automated vehicle""",,,,,,,,,
title:autonomousvehiclesimpactontrafficempiricalevidencefromwaymoopendatasetandimplicationsfrommodelling,W4360596535,10.1109/tits.2023.3258145,Autonomous Vehicle’s Impact on Traffic: Empirical Evidence From Waymo Open Dataset and Implications From Modelling,2023,2023-03-22,IEEE Transactions on Intelligent Transportation Systems,article,96,Trajectory-related,0.7175,0.2494,0.6763,0.6763,False,,auto-discovered,"""surrogate safety"" ""autonomous vehicle""",,,,,,,,,
title:syntheticversusrealananalysisofcriticalscenariosforautonomousvehicletesting,W4409286644,10.1007/s10515-025-00499-4,Synthetic versus real: an analysis of critical scenarios for autonomous vehicle testing,2025,2025-04-09,Automated Software Engineering,article,5,Trajectory-related,0.7167,0.3681,0.6562,0.6762,True,near seed-sim floor,auto-discovered,"""critical scenario"" ""autonomous driving""",,,,,,,,,
title:usingmultimodallargelanguagemodelsmllmsforautomateddetectionoftrafficsafetycriticalevents,W4402241126,10.3390/vehicles6030074,Using Multimodal Large Language Models (MLLMs) for Automated Detection of Traffic Safety-Critical Events,2024,2024-09-02,Vehicles,article,56,Perception-related,0.6807,0.3509,0.6662,0.6762,True,near seed-sim floor,auto-discovered,"""safety-critical scenario"" ""automated driving""",,,,,,,,,
title:methodologyandbenchmarkforautomateddrivingtheorytestoflargelanguagemodels,W4410949633,10.1109/tits.2025.3571213,Methodology and Benchmark for Automated Driving Theory Test of Large Language Models,2025,2025-06-02,IEEE Transactions on Intelligent Transportation Systems,article,3,Trajectory-related,0.742,0.3234,0.6559,0.6759,True,near seed-sim floor,auto-discovered,"""corner case"" ""automated driving""",,,,,,,,,
title:largelanguagemodelsforhumanlikeautonomousdrivingasurvey,W4402963694,10.48550/arxiv.2407.19280,Large Language Models for Human-like Autonomous Driving: A Survey,2024,2024-07-27,arXiv (Cornell University),preprint,1,Perception-related,0.5722,0.2263,0.6658,0.6758,True,near seed-sim floor,auto-discovered,"""corner case"" ""autonomous driving""",,,,,,,,,
title:testingautonomousvehiclesinvirtualenvironmentsareviewofsimulationtoolsandtechniques,W4416824650,10.59247/csol.v3i2.196,Testing Autonomous Vehicles in Virtual Environments: A Review of Simulation Tools and Techniques,2025,2025-05-24,Control Systems and Optimization Letters,article,2,Trajectory-related,0.6436,0.1969,0.6558,0.6758,True,near seed-sim floor; near relevance floor,auto-discovered,"""edge case"" ""autonomous vehicle""",,,,,,,,,
